name,website,phone,status,tipo_site
Dentemergencia,https://www.dentemergencia.com.br/sao-bernardo-do-campo/,(11) 4330-4047,404,site próprio
Cliniorto I Dra. Carla R Nobre - Emerald INVISALIGN I Excelencia em Ortodontia no ABC - ESTACIONAMENTO EXCLUSIVO em frente!,https://cliniorto.com.br/lp-invisalign2,(11) 98777-0335,"ERRO: ('Connection aborted.', ConnectionResetError(10054, 'An existing connection was forcibly closed by the remote host', None, 10054, None))",site próprio
COSB MATRIZ - Centro de Ortodontia e Saude Bucal,http://www.cosb.com.br/,(11) 4122-0550,200,site próprio
Mediterraneo Odontologia Moderna,https://lp.mediterraneoodontologia.com.br/,(11) 93803-1564,200,site próprio
Top Odontologia Integrada,https://topodontologia.odo.br/,(11) 2854-5458,200,site próprio
Sao Bernardo 2 - Sorria Sim,https://sorriasimclinicas.com.br/unidade-sao-bernardo/,(11) 4348-7074,200,site próprio
Oral Unic,https://www.oralunic.com.br/sao-bernardo-do-campo-sp,(11) 4330-3039,200,site próprio
Cosb Centro de Ortodontia e Saude Bucal,http://www.cosb.com.br/,(11) 4122-0550,200,site próprio
IM Odontologia | Implante Dentario | Dentista |Jardim Thelma | Sao Bernardo do Campo - SP,,(11) 3192-6037,,sem site
AV Corporate Odontologia,http://www.avcorporate.com.br/,(11) 4366-1666,200,site próprio
Odontopar Clinica Odontologica,https://www.instagram.com/odontoparabc/,(11) 97204-8691,200,agregador/social
Orttoc Ortodontia | Invisalign | Implantes Dentarios | Lentes de Contato | Implantodontia,http://www.orttoc.com.br/,(11) 99537-8451,406,site próprio
Dra. Diene Cougo - Odontologia e Estetica,http://dradienecougo.com/,(11) 95994-5884,200,site próprio
Odontocompany SBC-Centro Dentista-Implantes-Protocolo-Proteses-Aparelho-Facetas-Canal-Harmonizacao-Cirurgias-Clinico Geral,https://odontocompanysbc-centro.com/,(11) 95599-5040,406,site próprio
Sorridents SBC Centro,https://sorridents.com.br/sbc-centro/,(11) 94731-2377,403,site próprio
Young Smile Dental Club,http://www.youngsmile.com.br/,(11) 95302-8502,200,site próprio
Sorridents Vianas,https://sorridents.com.br/unidade/sbc-vianas,(11) 2356-0060,403,site próprio
Spa Odontologico,,(11) 4337-1588,,sem site
COE Saude,https://www.coesaude.com/,(11) 4352-3046,200,site próprio
Ultra Facil Odontologia,http://www.ultrafacilodontologia.com.br/,,"ERRO: ('Connection aborted.', ConnectionResetError(10054, 'An existing connection was forcibly closed by the remote host', None, 10054, None))",site próprio
Clinica Odontologica Marton,http://www.odontologiamarton.com.br/,(11) 93000-2613,200,site próprio
Clermont Odontologia,https://clermontodontologia.com.br/,(11) 4368-1277,406,site próprio
Clinica Liss Odontologia,https://www.clinicaliss.com.br/,(11) 91627-3831,520,site próprio
Doutor do Povo Clinicas Odontologicas,https://doutordopovoclinicas.com.br/,(11) 4121-3383,200,site próprio
"Dentista 24horas ,Dor de dente - SBC",https://www.facebook.com/profile.php?id=100093600326904,(11) 2677-2005,200,agregador/social
Odonto Santana,,(11) 98249-5277,,sem site
Dra. Paula Portella Clinica Odontologica,https://paulaportella.com.br/,(11) 2669-8991,403,site próprio
Dental ABC Implantes,http://www.dentalabc.com.br/,(11) 99328-3309,200,site próprio
Oral Sin Implantes Sao Bernardo do Campo - Dentista em Sao Paulo,http://lp.oralsinsp.com.br/implantes,(11) 5908-3994,200,site próprio
Sorria Sempre SBC - Odontologia,https://linktr.ee/sorriasempre_ss,(11) 98256-2031,200,agregador/social
Dentista l Dr. Oswaldo Minoru l Sao Bernardo do Campo - SP,https://sites.google.com/view/dentista-sbc-dr-oswaldo,(11) 95730-0000,200,agregador/social
Emergencia Dental Centro de Odontologia,http://www.emergenciadental.com.br/,(11) 4123-3022,406,site próprio
HY Reabilitacao Oral e Estetica - Dentista em Sao Bernardo do Campo,,(11) 95202-9237,,sem site
Centro de Especialidades Odontologicas,,(11) 4122-4690,,sem site
Clinica Odontologica Esthetic Laser,https://odontoestheticlaser.com.br/,(11) 4368-3713,200,site próprio
Odonto Indico,http://www.facebook.com/odontoindico,(11) 4317-8777,200,agregador/social
Dra. Mirella Marques | M.M Odontologia,https://dramirellamarques.my.canva.site/,(11) 91005-0357,200,agregador/social
Dentarth Nucleo de Saude Integrada,,(11) 96096-9321,,sem site
Merecita Odontologia,https://taggycontact.me/DraPatriciaMLopes?fbclid=PAAaaR8obDOov_XR4mm53l6eeuiSi-E_j_6isgT1pSCfNJMeuYWIXeXmoCaQo_aem_AYPURX-k8bl8kpZ9neHaiSy3ZzmGCZMxDA5ZPFvLt3Xkynjp1G2ukB_gMm5nW67KrPo,(11) 94047-8708,404,agregador/social
Espaco Sorrir Odontologia,,(11) 4337-3865,,sem site
Dental Studio- by Dra Mery Strada,https://dentalstudioabc.com.br/,(11) 2381-2808,200,site próprio
DG Odontologia | Especialistas em Facetas Dentarias,https://clinicadgodontologia.com.br/,(11) 96413-0704,"ERRO: HTTPSConnectionPool(host='clinicadgodontologia.com.br', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x0000016FD62C1E20>: Failed to resolve 'clinicadgodontologia.com.br' ([Errno 11001] getaddrinfo failed)""))",site próprio
Centro Odontologico 24 Horas,,(11) 4362-4166,,sem site
Dra. Carolina de Araujo Guesse | Estetica Facial,https://dracarolinaguesseodonto.com.br/,(11) 95790-1214,"ERRO: HTTPSConnectionPool(host='dracarolinaguesseodonto.com.br', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x0000016FD62C3AD0>: Failed to resolve 'dracarolinaguesseodonto.com.br' ([Errno 11001] getaddrinfo failed)""))",site próprio
Dra. Marilia de Mattos Murai - Dentista,,(11) 98994-6205,,sem site
Clinicalis,http://www.clinicalis.com.br/,(11) 4109-9999,200,site próprio
Salvador Odontologia,https://www.salvadorodontologia.com/,(11) 96017-4064,200,site próprio
Dra. Vanessa Cantareira - Odontologia Integrada,https://dravanessacantareira.my.canva.site/,(11) 95166-7542,200,agregador/social
IMG ODONTO,https://imgodonto.com.br/,(11) 4352-5311,200,site próprio
Sorridents,http://sorridents.com.br/sbc-planalto/,(11) 2833-0567,403,site próprio
RC Odontologia Especializada,https://sites.google.com/view/rcodontologiaespecializada/p%C3%A1gina-inicial,(11) 99555-9503,200,agregador/social
Odonto com Voce - Facetas de Resina - Clareamento Dental - Aparelho Invisivel em Sao Bernardo do Campo,,(11) 2598-6998,,sem site
Dentistas Dra Ana e Dra Claudia,,(11) 94341-0303,,sem site
Dentista - Clinica Sanfer,,(11) 96928-4874,,sem site
Ortimplant - Dentistas,https://ortimplant.com.br/,(11) 4127-5286,406,site próprio
Dr. Marcelo Stanzis - Clinica Odontologica - Ortodontista (Invisalign Top Doctor),http://www.drmarcelostanzis.com/,(11) 97689-8664,406,site próprio
Dr. Gerson Mariano e Familia - Dentista,,(11) 4127-7887,,sem site
Dr. Guilherme Augusto Miranda Dentista no Rudge Ramos | Emergencia 24 horas | Facetas | Clareamento | Implante | Pontualidade,https://drguilhermeaugusto.com.br/,(11) 94711-1260,403,site próprio
OdontoCompany Ferrazopolis,,(11) 3996-1444,,sem site
Sorridents,http://sorridents.com.br/sbc-taboao/,(11) 2758-2464,403,site próprio
Odontoliver,http://odontoliversbc.com.br/,(11) 4339-1706,406,site próprio
"OdontoCompany SBC Lucas Nogueira Garcez - Implantes e Protocolos Dentarios, Proteses, Clareamentos, Aparelho, Canal e mais!",,(11) 98820-2332,,sem site
Odontocompany SBC Planalto/ Assuncao,https://odontocompanysaobernardo.com.br/Assuncao/,(11) 3996-3232,"ERRO: ('Connection aborted.', ConnectionResetError(10054, 'An existing connection was forcibly closed by the remote host', None, 10054, None))",site próprio
Consultorio Sorritmus,,(11) 94819-3599,,sem site
Clinica Odontologica Polly Odontologia,http://www.pollyodontologia.com.br/,(11) 4121-3067,"ERRO: HTTPConnectionPool(host='www.pollyodontologia.com.br', port=80): Read timed out. (read timeout=7)",site próprio
Sao Lucas Especialidades Odontologicas,,(11) 4127-3428,,sem site
Ikigai Odontologia,https://www.ikigaiodontologia.com/,(11) 98507-3198,200,site próprio
Dra. Bianca Pietrosante CRO 820486,http://drabianca.com/,,200,site próprio
Clinica Dentista do Povo,https://clinicadentistadopovo.com.br/,(11) 97321-1258,200,site próprio
Brasil Sorridente Alvarenga,http://www.saobernardo.sp.gov.br/atencao-basica-indice,(11) 2630-6302,"ERRO: HTTPConnectionPool(host='www.saobernardo.sp.gov.br', port=80): Max retries exceeded with url: /atencao-basica-indice (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x0000016FD56B1A00>, 'Connection to www.saobernardo.sp.gov.br timed out. (connect timeout=7)'))",site próprio
Orto Baby & Cia,http://www.ortobaby.com.br/,(11) 99914-5157,200,site próprio
COSB PALERMO- Centro de Ortodontia e Saude Bucal,http://www.cosb.com.br/,(11) 4122-0550,200,site próprio
Odontologia D'Amico,https://www.odontologiadamico.com/,(11) 4127-3915,"ERRO: HTTPSConnectionPool(host='www.odontologiadamico.com', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x0000016FD62C2C30>: Failed to resolve 'www.odontologiadamico.com' ([Errno 11001] getaddrinfo failed)""))",site próprio
Ortho X Radiologia Odontologica - Sao Bernardo do Campo,http://www.orthox.com.br/,(11) 4121-6292,200,agregador/social
Dra Sarita Vicente Tome - Dentista,,(11) 4361-3325,,sem site
Quies Odontologia,http://www.quiesodonto.com.br/,(11) 4121-3400,406,site próprio
Dra Alessandra Medeiros Dentista no Rudge Ramos | Horarios personalizados | Atendimento Humanizado| Facetas | Clareamento,http://www.dentistarudgeramos.com/,(11) 94812-7716,200,site próprio
Clinica Odontologica Dr. Eduardo Blikstein - Rudge Ramos - SP,https://www.cliebodonto.com.br/,(11) 4362-2940,200,site próprio
Sorridents Pauliceia Sbc,https://w.app/BIS8Ad,(11) 2374-2530,200,site próprio
CLINICA CHISTE ODONTOLOGIA E ESTETICA OROFACIAL,https://odontochiste.com.br/,(11) 94238-7668,"ERRO: HTTPSConnectionPool(host='odontochiste.com.br', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x0000016FD56B1C40>: Failed to resolve 'odontochiste.com.br' ([Errno 11001] getaddrinfo failed)""))",site próprio
GOP Implantes,https://gopimplantes.com.br/,(11) 4123-6333,"ERRO: ('Connection aborted.', ConnectionResetError(10054, 'An existing connection was forcibly closed by the remote host', None, 10054, None))",site próprio
Dra. Ana Dias - Cirurgia Dentista,,(11) 99537-8451,,sem site
Dr. Paulo Roberto Sano e Dra. Luiza S. S. Sano- Dentista,,(11) 4351-4079,,sem site
Dentista Dra. Simone Iara,,(11) 4122-5332,,sem site
Easydentes Clinicas Odontologicas - Vila Sao Pedro/SBC,https://www.easydentes.com.br/,(11) 4127-7737,200,site próprio
Sorridents,https://sorridents.com.br/,(11) 2381-2515,403,site próprio
Sorridents,https://sorridents.com.br/,(11) 2381-3967,403,site próprio
Clinica Pilastri Reabilitacao Orofacial,https://www.clinicapilastri.com.br/,(11) 98174-0052,200,site próprio
Petrim Odontologia,https://www.instagram.com/dradenisepetrim/,(11) 95468-9816,200,agregador/social
Dra. Adriane Mello - Dentista,,(11) 99827-3166,,sem site
"Dentista SBC, Implante Dentario, Lentes de Contato Dental | Dentista em Sao Bernardo do Campo, Clinica Odontologica em SBC",https://dentistasbc.com.br/,(11) 98249-5277,"ERRO: HTTPSConnectionPool(host='dentistasbc.com.br', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x0000016FD3507AD0>: Failed to resolve 'dentistasbc.com.br' ([Errno 11001] getaddrinfo failed)""))",site próprio
MAB Odonto - Clinica Odontologica,,(11) 4368-1554,,sem site
Instituto Experts - INRO,https://inro.com.br/,(11) 95580-2269,406,site próprio
Dra. Ana Rua - Dentista,,(11) 4330-3234,,sem site
Centro Odontologico MD,,(11) 98206-5703,,sem site
SP Implantes Sao Bernardo do Campo,http://www.spimplantes.com.br/site/,3003-2227,"ERRO: ('Connection aborted.', ConnectionResetError(10054, 'An existing connection was forcibly closed by the remote host', None, 10054, None))",site próprio
Centro De Especialidades Odontologicas Silvina,,(11) 4127-4822,,sem site
Clinica - Soul Myo,https://soulmyo.com.br/,(11) 4103-5314,"ERRO: HTTPSConnectionPool(host='soulmyo.com.br', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x0000016FD56B2E10>: Failed to resolve 'soulmyo.com.br' ([Errno 11002] getaddrinfo failed)""))",site próprio
Dra. Paula Fonseca Alves - Dentista,,(11) 91539-6419,,sem site
Clinica Esperico Odontologia,,(11) 99553-2448,,sem site
Dr. Fabio Hideaki Uyeda - Dentista,,(11) 4368-3223,,sem site
PRO DENTES ODONTOLOGIA,http://www.prodentes.com.br/,(11) 4368-5956,403,site próprio
Dra. Andrea Regina Sapatera - Dentista Implantes,,(11) 4342-7260,,sem site
Dra. Elisabete Kostin,http://www.draelisabetekostin.com.br/,(11) 94214-3106,"ERRO: HTTPConnectionPool(host='www.draelisabetekostin.com.br', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPConnection object at 0x0000016FD56B0EF0>: Failed to resolve 'www.draelisabetekostin.com.br' ([Errno 11001] getaddrinfo failed)""))",site próprio
Adami Clinica Odontologica,https://www.instagram.com/adami.clinicaodonto?igsh=cGxuaWFocHQ4emVr,(11) 4361-0322,200,agregador/social
Tanaka Odontologia de Confianca,http://www.tanakaodontologia.com.br/,(11) 4362-3490,200,site próprio
Clinica Ferrazopolis,,(11) 4127-6917,,sem site
Dra. Talita Araujo Vaz,https://dratalitaaraujovazodonto.com.br/,(11) 97344-8100,406,site próprio
Dra. Sirlene M. Grotti - Dentista,,(11) 4392-5797,,sem site
Clinica Mar de Sorrisos,https://www.clinicamardesorrisos.com.br/,(11) 96191-8914,200,site próprio
COI Prime Odontologia - Clinica Odontologica em Barueri - Dentista em Barueri,http://coiprime.com.br/,(11) 4198-1987,200,site próprio
Dental Studio RDN,https://www.instagram.com/studiordprotese/,(11) 95898-7070,200,agregador/social
AH Odontologia | Implante Dentario | Lente de Contato Dental | Parque dos Camargos | Barueri - SP,https://www.instagram.com/ahodontologia/,(11) 5196-0068,200,agregador/social
Dra. Roselaine Escobar,https://escobarodontologia.com/,(11) 4195-2253,200,site próprio
Sorridents Barueri | Dentista em Barueri,http://www.sorridents.com.br/,(11) 94519-3706,403,site próprio
Dentz Barueri Silveira - Clinica Odontologica,http://www.rededentz.com.br/baruerisilveira,(11) 97970-7760,409,site próprio
AE Odonto,http://www.aeodonto.com/,(11) 2424-7373,200,site próprio
Dr. Allif Queiroz,,(11) 94363-2049,,sem site
Dentista em Barueri - Dra. Andreia Mota,https://draandreiamota-com-562005.builder-preview.com/,(11) 93228-5060,200,site próprio
Gro Odontologia Dra Gabriela e Dr Herculano dentistas em Barueri,https://www.sousmile.com/agenda/?leadProfile=PAV&storeId=1212,(11) 97160-9625,200,site próprio
Dra Thayna Katriny - Dentista em Barueri,https://bit.ly/DentistaThaynaKatriny,,200,agregador/social
Odontoglaze Barueri Centro,http://www.odontoglaze.com/,(11) 4198-2110,"ERRO: HTTPConnectionPool(host='www.odontoglaze.com', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPConnection object at 0x0000016FD62E45F0>: Failed to resolve 'www.odontoglaze.com' ([Errno 11001] getaddrinfo failed)""))",site próprio
Dra. Juliana Atoui - Dentista em Alphaville,https://www.doctoralia.com.br/juliana-atoui/dentista/barueri?utm_source=google&utm_medium=gmb&utm_campaign=693878&utm_content=website,(11) 98619-8285,200,site próprio
Dra. Regina Yao | Dentista em Barueri,https://www.instagram.com/dra.reginayao?igsh=MXg2c3RyNTdxeWNlcQ==,(11) 96488-2633,200,agregador/social
Renova Implantes Barueri | Clinica Odontologica | Implantes | Proteses | Dentistas,,(11) 91825-5125,,sem site
Dr. ADILSON CHAVES & Dra. ELDA RIBEIRO,,(11) 4552-8898,,sem site
OdontoLuz,http://www.odontoluzbarueri.com.br/,(11) 2321-2669,200,site próprio
Dra Amanda Leoncio - Dentista - Faceta/Lente em Resina,https://www.instagram.com/amandaleoncio__?igsh=MWt5c2x0ZHl5ZjZyaA==,(11) 93320-8387,200,agregador/social
Equilibrio Orofacial Odontologia,https://equilibrioorofacial.com.br/,(11) 98602-8218,500,site próprio
Clinica 4You,https://www.4youodonto.com.br/,(11) 91712-3981,200,site próprio
Prime Saude Oral | Dentista e Clinica Odontologica em Alphaville,https://www.primesaudeoralalpha.com.br/,(11) 97818-4804,200,site próprio
Lemmi Odontologia | Dr. Ricardo Lemmi Vasconcellos | Endodontia,https://lemmiodontologia.com.br/,(11) 4198-7502,200,site próprio
COLP - odontologia,,(11) 4198-0213,,sem site
"Dentista Dra. Andreia Scramignon, Consultorio Odontologico, Clinica de Odontologia em Alphaville, Referencia Implante/Protese",https://odontoscra.com.br/,(11) 4688-2374,200,site próprio
UAI Odontologia - Unidade Odontoclin,,(11) 94274-2684,,sem site
OdontocarePremium,https://odontocarepremium.com.br/,(11) 4193-5400,200,site próprio
Clinica Odontologica Odontofy,https://www.odontofy.com.br/,(11) 2680-2450,200,site próprio
"RD Instituto Odontologico - Estetica,Lentes De Contato,Implantes,Harmonizacao facial,Reabilitacao Oral",https://rdinstitutoodontologico.com.br/,(11) 95067-3268,406,site próprio
Oralle Clinica Odontologica,https://oralleodontologia.com.br/,(11) 96850-7412,"ERRO: ('Connection aborted.', ConnectionResetError(10054, 'An existing connection was forcibly closed by the remote host', None, 10054, None))",site próprio
Dra. Daniela Sa,https://consultorio.me/pro/dr-daniela-sa,(11) 94732-5215,200,site próprio
Clinica Polo | Dra. Renata Polo| Invisalign Alphaville | Dentistas especialistas para toda familia,https://www.clinicapolo.com.br/?utm_source=google&utm_medium=perfildogoogle,(11) 97488-2814,200,site próprio
Dr. Matheus HS - Odontologia Integrada,,(11) 2892-3541,,sem site
D+ Odonto Clinica Odontologica,,(11) 96408-5862,,sem site
Dra. Leticia Yumi Koseki,https://www.dentistabarueri.com/,(11) 94363-2049,405,site próprio
FR Odontologia,https://frodontologia.com/,(11) 99896-1030,200,site próprio
Jordao Odontologia,http://jordaoodontologia.com.br/,(11) 4195-7762,200,site próprio
Consultorio Odontologico Dra. Dayane Duraes,,(11) 95760-6663,,sem site
Admiral Clinica Odontologica,https://beacons.ai/admiralodontologia,(11) 2680-9000,403,agregador/social
NiimiOdontologia Clinica e Estetica Facial,https://beacons.ai/niimiodontologia,(11) 96033-0231,403,agregador/social
Eliane M A Pinto Odontologia - Unidade 1,https://draelianemapinto.carrd.co/,(11) 98142-7530,200,agregador/social
Dr. Jose Eduardo Soares Filho - 24 hs,http://drjesf.com/,(11) 99794-0890,200,site próprio
Clinica Dentista do Povo - Barueri V (Barueri VIII),https://www.clinicadentistadopovo.com.br/,(11) 99743-8505,200,site próprio
Orto & Implantes Odontologia,https://ortoimplantesalphaville.com.br/,(11) 94257-8351,200,site próprio
Armoni Odontologia Estetica e Tecnologia - Dra Sheila Lobo Cataldo,https://clinicaarmoni.com.br/,(11) 98901-3974,406,site próprio
TF Odontologia Estetica,,(11) 95970-8276,,sem site
Dental Saude - Tambore,https://www.clinicadentalsaude.com.br/clinica-odontologica-em-tambore-alphaville.html,(11) 94010-2505,200,site próprio
Unialpha Odontologia | Alphaville - SP,http://www.unialphaodontologia.com.br/,(11) 4208-6000,200,site próprio
Clinica Odontologica Dra Jacqueline Chaves,https://www.instagram.com/dra.jacqchaves/,(11) 4688-1984,200,agregador/social
Dr. Marcio Ota - Odontologia Especializada,https://www.ident.com.br/dr.marcioissao,(11) 99630-1165,200,site próprio
"MB Odontologia- Harmonizacao Facial, Especialista em Implantes e reabilitacao oral em Alphaville e Tambore",https://www.instagram.com/dra.maurabechini/,(11) 91276-1413,200,agregador/social
Clinica Viotto Alphaville,https://alphaville.clinicaviotto.com/,(11) 94532-9371,200,site próprio
Koseki & Prado Clinica Integrada,,(11) 94363-2049,,sem site
Dra. Sandra Yuki Odontologia Alphaville,https://www.sandrayuki.com/,(11) 99213-9500,200,site próprio
Gripp Odontologia,https://www.grippodontologia.com.br/,(11) 94228-4114,406,site próprio
Asta Odontologia / dentista,https://www.instagram.com/draanapaulaasta?igsh=MWFyNHdnNXBjN2Q0dA%3D%3D&utm_source=qr,(11) 99261-9986,200,agregador/social
Specialis Odontologia,https://instagram.com/specialis.odonto?igshid=YmMyMTA2M2Y=,(11) 97692-2960,200,agregador/social
Alphaville Odontologia / Dentista 24h / Tratamentos.,https://www.alphavilleodontologia.com.br/,(11) 97820-1000,200,site próprio
Brown Odontologia,,(11) 4195-3004,,sem site
Uai Odontologia- 26 de Marco,,(11) 4199-0826,,sem site
Renata Senne,https://www.instagram.com/renatasenne.odontologia/,(11) 94021-7172,200,agregador/social
UAI Odontologia Henriqueta,,(11) 4198-4210,,sem site
Mrocha Odontologia Alphaville,,(11) 99182-4206,,sem site
Instituto Lucas Kussano,https://www.instagram.com/drlucaskussano/,(11) 93273-1927,200,agregador/social
Brilha Dentes,https://www.instagram.com/brilhadentes/,(11) 94698-9567,200,agregador/social
AlphaOdonto | Clinica Odontologica Alto Padrao | Implantes Dentarios e Proteses Protocolo Premium,https://www.clinicaalphaodonto.com.br/protocolo-premium,(11) 94781-6466,200,site próprio
Dra. Fabiane Ferrari,,(11) 96388-7548,,sem site
AESP Odonto,http://www.aespodonto.com.br/,(11) 2813-5656,200,site próprio
Clinica Odontologica Dr. Julio Coelho,https://clinicadrjuliocoelho.com/,(11) 97398-9513,200,site próprio
Clinica Fazzio Odontologia Especializada,https://clinicafazzio.com/,(11) 4191-1258,200,site próprio
Espaco Due de Saude,https://espacoduedesaude.com.br/,(11) 94723-7560,200,site próprio
Dental Saude Assistencia Odontologica S/S,http://www.clinicadentalsaude.com.br/clinica-odontologica-em-barueri-sp.html,(11) 4208-3026,200,site próprio
Consultorio Odontologico Dra. Deise Lino,,(11) 4153-9492,,sem site
Dr. Luiz Fernando Barroso,,(11) 99298-6667,,sem site
Dra. Francinne Dorea Stella ( Odontopediatria) - Oral Studio DSG Alphaville,,(11) 93929-3609,,sem site
Ortodontia Invisalign Barueri Dra Kenya Franca,https://instagram.com/dra.kenya.ortodontia?igshid=YmMyMTA2M2Y=,(11) 95817-1536,200,agregador/social
Clinica Odontologica Boulevard,http://wa.me/5511986683612,(11) 4706-4551,200,agregador/social
Instituto Mana Odontologia & Estetica,,(11) 97316-2751,,sem site
Selenza Odontologia,http://clinicaselenza.com.br/,(11) 2630-1881,200,site próprio
Dra. Evandra Fajardo,,(11) 98150-1800,,sem site
Dra Vanessa Marinho,http://www.facebook.com/dravanessamarinho,(11) 4198-1947,200,agregador/social
Donega Odontologia,http://www.donegaodonto.com.br/,(11) 99882-0912,200,site próprio
Classdents Odontologia S S,,(11) 4163-6496,,sem site
Dr.Edlene Kobayashi WhatsApp 4193-8610,,(11) 4193-8610,,sem site
Clinica Katia Magro Odontologia e Estetica Facial,https://www.instagram.com/katiamagro/,(11) 98542-2288,200,agregador/social
Clinica Dentista do Povo - Barueri II (Nova Barueri),https://clinicadentistadopovo.com.br/,(11) 4198-7303,200,site próprio
Dra. Valeria Mendes Odontologia,https://valeriamendesodontologia.com/,(11) 4552-8170,200,site próprio
Zenith arte e saude odontologia alphaville dentista,https://www.zaso.com.br/,(11) 96026-1306,200,site próprio
Clinica Sorrir Alphaville,,(11) 98927-1298,,sem site
Ortho Viana CROSP/CL-17614,,(11) 2680-5994,,sem site
Odontologia Ramos - Dentista em Barueri - Barueri - SP,https://odontologiaramos.com/barueri/sp/brasil,(11) 95842-2864,200,site próprio
Caue Rosa Odontologia Especializada,https://www.instagram.com/drcauerosa/,(11) 94549-2512,200,agregador/social
Odonto Company Barueri - Implante Dentario - Extracao de Siso- Aparelho Odontologico,,(11) 93452-0129,,sem site
O'dent - Unidade Barueri,,(11) 4382-6798,,sem site
"OdontoBlanc - Dentista Barueri - Especialista em implantes dentarios e estetica dental, proteses dentarias",http://www.odontoblanc.net/,(11) 4163-1687,200,site próprio
Dra. Daniela Nogueira - Harmonizacao Orofacial - Odontologia Estetica,https://rdinstitutoodontologico.com.br/,(11) 95067-3268,406,site próprio
Dentista em Barueri SP-Prodonto Clinica Odontologica,https://prodontoclinica.codental.site/,(11) 97527-6060,200,site próprio
Ana Paula Niquerito Nunes - Cirurgia-dentista - CROSP 80726 - Especialista Em Odontologia legal - Perita Judicial,,(15) 99128-7242,,sem site
Orthocoi,https://orthocoibarueri.meudoutor.com/,(11) 98961-1901,200,site próprio
Clinica Odontologica Brasil Sorriso Barueri,https://clinicabrasilsorriso.com.br/,(11) 97088-0339,200,site próprio
Dra. Giulia Belnomo Monteiro - Dentista,,(11) 92091-5288,,sem site
Dentista | Futureodonto,https://www.futureodonto.com.br/,(11) 96334-8056,200,site próprio
Dra. Nayara Matos | Cirurgia Dentista,,(11) 97647-3834,,sem site
Revitaly Odontologia Especializada | DENTISTA | BARUERI ALPHAVILLE,https://revitalyodontologia.com.br/inicio,(11) 91239-9864,"ERRO: HTTPSConnectionPool(host='revitalyodontologia.com.br', port=443): Max retries exceeded with url: /inicio (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x0000016FD62C27E0>: Failed to resolve 'revitalyodontologia.com.br' ([Errno 11002] getaddrinfo failed)""))",site próprio
Clinica Bauer - Implantes,,(11) 93962-7080,,sem site
EJL ODONTOLOGIA E ESTETICA,,(11) 97065-6345,,sem site
Clinica Dentista do Povo - Barueri III (26 de Marco),https://www.clinicadentistadopovo.com.br/,(11) 4163-1308,200,site próprio
Sorriso Jonson Odontologia,https://instagram.com/sorrisojonson?igshid=YmMyMTA2M2Y=,(11) 97311-7704,200,agregador/social
Sorridents Clinica Odontologica,http://www.sorridents.com.br/,(11) 2076-5040,403,site próprio
Dra. Larissa Casteluci,https://dralarissacasteluci.com.br/?igshid=OGQ5ZDc2ODk2ZA==,(11) 93332-0280,200,site próprio
Clinica Dental Art,http://www.dentalartjundiai.com.br/,(11) 4807-3800,200,site próprio
MODELO ODONTO - Dra Jamile Branco / Dr Joao Paulo Alves/Dra Lara Melo/Dr Matheus Andre,,(11) 99142-2662,,sem site
Real Odonto,http://www.realodontologia.com.br/,(11) 4521-4541,200,site próprio
Dra. Carolina Antunes Roldan - Dentista Jundiai,http://bio.site/dracarolroldan,(11) 95840-5304,200,agregador/social
"Clinica Todoriso - Dentista Jundiai | Implante Dentario, Protese, Faceta e Aparelho Fixo Dental",http://www.todoriso.com.br/,(11) 91545-2511,200,site próprio
Real Odonto - Unidade Sao Jose,http://realodontologia.com.br/,(11) 4521-6544,200,site próprio
Consultorio Dra. Joelma Vilas Boas,https://www.instagram.com/drajoelmavilasboas/,(11) 97018-8762,200,agregador/social
COE Centro Odontologico Expressao,,(11) 96650-8965,,sem site
Aialla Odontologia,https://aiallaodontologia.com.br/,(11) 97090-2141,403,site próprio
Dra. Monica Holsback - Dentista - Ortodontista | Invisalign Jundiai,https://instagram.com/dramonicaholsback,(11) 98153-7085,200,agregador/social
Clinica OralMac Odontologia Especializada | Implante Dentario | Lente de Contato Dental | Jundiai - SP,,(11) 4431-0798,,sem site
OdontoCompany,https://business.facebook.com/odontocompanyjundiai/?business_id=776330312457185,(11) 3964-6766,200,agregador/social
Oral Unic Jundiai | Implantes | Dra. Renata Setti,https://www.oralunic.com.br/jundiai-sp,(11) 2449-0101,200,site próprio
Odontonowicki,https://www.odontonowicki.com.br/,(11) 94442-5078,200,site próprio
